Paper,Citation
Using a Product's Sustainability Space as a Design Exploration Tool,Increasing the educational impact following a field study programme
Using a Product's Sustainability Space as a Design Exploration Tool,A graduate school recommendation system using the multi-class support vector machine and KNN approaches
Using a Product's Sustainability Space as a Design Exploration Tool,Technology and design programs
Using a Product's Sustainability Space as a Design Exploration Tool,Design and Evaluation of Adverb Palette: A GUI for Selecting Tradeoffs in Multi-objective Optimization Problems
Using a Product's Sustainability Space as a Design Exploration Tool,Water main criticality scoring and GIS centric risk mitigation: Applying GIS spatial analysis tools and apps for greater insight for high risk underground infrastructure
Using a Product's Sustainability Space as a Design Exploration Tool,Design education and the new culture of design centric intellectual property
Using a Product's Sustainability Space as a Design Exploration Tool,Benchmarking your break rates: A review of new findings and trends from north American water main break studies
Using a Product's Sustainability Space as a Design Exploration Tool,Realizing origami mechanisms from metal sheets
Using a Product's Sustainability Space as a Design Exploration Tool,Collaboration task-technology fit for student distributed engineering design teams
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Synthesis of high-specific volume carbon nanotube structures for gas-phase applications
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Near-to-eye electroholography via guided-wave acousto-optics for augmented reality
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Modeling soot in coal systems
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Design and characterization of integrated 2D ABEL trap
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Error correction in structured optical receivers
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Buried Rib SiO2 Multimode Interference Waveguides for Optofluidic Multiplexing
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Antireflective light-blocking layers using a liquid top matte coating
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Tuning Ferritin's band gap through mixed metal oxide nanoparticle formation
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,MMI waveguide based multispectral detection of nucleic acids for analysis of drug-resistant bacteria
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Tutorial on interpreting x-ray photoelectron spectroscopy survey spectra: Questions and answers on spectra from the atomic layer deposition of Al2O3 on silicon
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,Open source computational photonics toolbox
Broadband antireflective light-blocking layer using nanoparticle suspension in photoresist with high-resolution patterning,A cost-effective approach to realization of the efficient methane chemical-looping combustion by using coal fly ash as a support for oxygen carrier
A CAD assembly simplification approach with ray casting,A simple starting point for designing for and/or assessing the social impact of products
A CAD assembly simplification approach with ray casting,Over-design versus redesign as a response to future requirements
A CAD assembly simplification approach with ray casting,A comparative analysis of computer-aided design team performance with collaboration software
A CAD assembly simplification approach with ray casting,Using physical and functional comparisons to assure 3rd-party IP for modern FPGAs
A CAD assembly simplification approach with ray casting,Exploration and evaluation of CAD modeling in virtual reality
A CAD assembly simplification approach with ray casting,"Social impact in product design, an exploration of current industry practices"
A CAD assembly simplification approach with ray casting,High fidelity MMI excitation patterns for optofluidic multiplexing
A CAD assembly simplification approach with ray casting,Effectiveness of an Immersive Virtual Environment for Collaboration with Gesture Support Using Low-Cost Hardware
